LPID,ADate,StartTime,StopTime,DayNight,SCC,CenterLatdec,CenterLongdec
_201053_,04/04/2016,2016:095:11:03:19.2733740,2016:095:11:03:51.0433710,DAY,30.9,10.12266,-11.4201
_201054_,04/04/2016,2016:095:11:03:43.1855920,2016:095:11:04:14.9555890,DAY,31.57,8.67693,-11.73245
_201055_,04/04/2016,2016:095:11:04:07.0935730,2016:095:11:04:38.8635700,DAY,5.69,7.23129,-12.04309
_203051_,02/04/2016,2016:093:11:14:53.4369830,2016:093:11:15:25.2069800,DAY,0,13.01235,-13.87716
_203052_,02/04/2016,2016:093:11:15:17.3407290,2016:093:11:15:49.1107260,DAY,0.06,11.56764,-14.19351
_203053_,02/04/2016,2016:093:11:15:41.2444740,2016:093:11:16:13.0144710,DAY,1.77,10.12263,-14.50762
_198052_,30/03/2016,2016:090:10:44:24.5194630,2016:090:10:44:56.2894600,DAY,0.1,11.56781,-6.46758
_198053_,30/03/2016,2016:090:10:44:48.4316810,2016:090:10:45:20.2016770,DAY,3.39,10.12229,-6.78178
_198054_,30/03/2016,2016:090:10:45:12.3396620,2016:090:10:45:44.1096590,DAY,22.7,8.67685,-7.09403
_198055_,30/03/2016,2016:090:10:45:36.2476430,2016:090:10:46:08.0176400,DAY,80.93,7.2312,-7.40467
_200051_,28/03/2016,2016:088:10:56:23.7728080,2016:088:10:56:55.5428050,DAY,0.09,13.01241,-9.2439
_200052_,28/03/2016,2016:088:10:56:47.6765530,2016:088:10:57:19.4465500,DAY,0,11.56768,-9.56025
_200053_,28/03/2016,2016:088:10:57:11.5845350,2016:088:10:57:43.3545320,DAY,0.08,10.12245,-9.87441
_200054_,28/03/2016,2016:088:10:57:35.4967520,2016:088:10:58:07.2667490,DAY,26.09,8.67672,-10.1867
_200055_,28/03/2016,2016:088:10:57:59.4004980,2016:088:10:58:31.1704940,DAY,51.92,7.23135,-10.49732
_202051_,26/03/2016,2016:086:11:08:46.8450080,2016:086:11:09:18.6150040,DAY,7.96,13.01245,-12.33608
_202052_,26/03/2016,2016:086:11:09:10.7529890,2016:086:11:09:42.5229860,DAY,1.22,11.56747,-12.65249
_202053_,26/03/2016,2016:086:11:09:34.6609710,2016:086:11:10:06.4309670,DAY,4.58,10.12224,-12.9667
_202054_,26/03/2016,2016:086:11:09:58.5647160,2016:086:11:10:30.3347130,DAY,37.5,8.67703,-13.2789
_202055_,26/03/2016,2016:086:11:10:22.4726980,2016:086:11:10:54.2426940,DAY,48.29,7.23139,-13.58955
_204051_,24/03/2016,2016:084:11:21:09.8579590,2016:084:11:21:41.6279560,DAY,56.95,13.01268,-15.4279
_204052_,24/03/2016,2016:084:11:21:33.7659410,2016:084:11:22:05.5359380,DAY,65.2,11.56773,-15.74434
_199051_,21/03/2016,2016:081:10:50:17.7945960,2016:081:10:50:49.5645930,DAY,51.25,13.01263,-7.70498
_199052_,21/03/2016,2016:081:10:50:41.7068140,2016:081:10:51:13.4768100,DAY,79.91,11.56746,-8.0215
_199053_,21/03/2016,2016:081:10:51:05.6147950,2016:081:10:51:37.3847920,DAY,88,10.12224,-8.33572
_199054_,21/03/2016,2016:081:10:51:29.5185410,2016:081:10:52:01.2885370,DAY,35.81,8.67707,-8.64798
_199055_,21/03/2016,2016:081:10:51:53.4307580,2016:081:10:52:25.2007550,DAY,57.98,7.23118,-8.95872
_201051_,19/03/2016,2016:079:11:02:40.5957530,2016:079:11:03:12.3657490,DAY,0,13.01267,-10.79625
_201052_,19/03/2016,2016:079:11:03:04.5079700,2016:079:11:03:36.2779670,DAY,0,11.56752,-11.11276
_201053_,19/03/2016,2016:079:11:03:28.4159510,2016:079:11:04:00.1859480,DAY,2.85,10.12229,-11.427
_201054_,19/03/2016,2016:079:11:03:52.3196970,2016:079:11:04:24.0896940,DAY,39.82,8.6771,-11.73928
_201055_,19/03/2016,2016:079:11:04:16.2361500,2016:079:11:04:48.0061470,DAY,62.49,7.23097,-12.05009
_203051_,17/03/2016,2016:077:11:15:03.3206570,2016:077:11:15:35.0906530,DAY,0,13.01234,-13.88751
_203052_,17/03/2016,2016:077:11:15:27.2286380,2016:077:11:15:58.9986350,DAY,0.18,11.56741,-14.20398
_203053_,17/03/2016,2016:077:11:15:51.1323840,2016:077:11:16:22.9023800,DAY,10.92,10.12246,-14.51815
_198052_,14/03/2016,2016:074:10:44:34.6740880,2016:074:10:45:06.4440840,DAY,0.09,11.56749,-6.48001
_198053_,14/03/2016,2016:074:10:44:58.5820690,2016:074:10:45:30.3520660,DAY,64.14,10.12229,-6.79425
_198054_,14/03/2016,2016:074:10:45:22.4858150,2016:074:10:45:54.2558110,DAY,82.99,8.67715,-7.1065
_198055_,14/03/2016,2016:074:10:45:46.4022680,2016:074:10:46:18.1722650,DAY,100,7.23103,-7.41729
_200051_,12/03/2016,2016:072:10:56:33.2286300,2016:072:10:57:04.9986270,DAY,0,13.01226,-9.25395
_200052_,12/03/2016,2016:072:10:56:57.1323760,2016:072:10:57:28.9023720,DAY,0,11.5676,-9.57035
_200053_,12/03/2016,2016:072:10:57:21.0361210,2016:072:10:57:52.8061180,DAY,1.31,10.12266,-9.88453
_200054_,12/03/2016,2016:072:10:57:44.9483390,2016:072:10:58:16.7183350,DAY,35.2,8.67701,-10.19688
_200055_,12/03/2016,2016:072:10:58:08.8605560,2016:072:10:58:40.6305530,DAY,79.88,7.23115,-10.50763
_202051_,10/03/2016,2016:070:11:08:55.5725600,2016:070:11:09:27.3425560,DAY,0.38,13.01247,-12.34349
_202052_,10/03/2016,2016:070:11:09:19.4805410,2016:070:11:09:51.2505380,DAY,9.95,11.56761,-12.66
_202053_,10/03/2016,2016:070:11:09:43.3842870,2016:070:11:10:15.1542830,DAY,16.95,10.12264,-12.97417
_202054_,10/03/2016,2016:070:11:10:07.3007400,2016:070:11:10:39.0707370,DAY,31.71,8.67674,-13.28666
_202055_,10/03/2016,2016:070:11:10:31.2087220,2016:070:11:11:02.9787180,DAY,65.12,7.23114,-13.59737
_204051_,08/03/2016,2016:068:11:21:17.8148230,2016:068:11:21:49.5848200,DAY,15.14,13.0126,-15.43261
_204052_,08/03/2016,2016:068:11:21:41.7270400,2016:068:11:22:13.4970370,DAY,0.2,11.56747,-15.74919
_199051_,05/03/2016,2016:065:10:50:24.4475780,2016:065:10:50:56.2175750,DAY,0.22,13.01261,-7.70528
_199052_,05/03/2016,2016:065:10:50:48.3597960,2016:065:10:51:20.1297920,DAY,0,11.56747,-8.02187
_199053_,05/03/2016,2016:065:10:51:12.2677770,2016:065:10:51:44.0377740,DAY,0,10.12233,-8.33616
_199054_,05/03/2016,2016:065:10:51:36.1757580,2016:065:10:52:07.9457550,DAY,1.48,8.67692,-8.64854
_199055_,05/03/2016,2016:065:10:52:00.0837400,2016:065:10:52:31.8537360,DAY,29.83,7.23136,-8.9593
_201051_,03/03/2016,2016:063:11:02:46.3469580,2016:063:11:03:18.1169540,DAY,0,13.01239,-10.79373
_201052_,03/03/2016,2016:063:11:03:10.2549390,2016:063:11:03:42.0249360,DAY,8.53,11.56747,-11.11022
_201053_,03/03/2016,2016:063:11:03:34.1586850,2016:063:11:04:05.9286810,DAY,32.18,10.1226,-11.42446
_201054_,03/03/2016,2016:063:11:03:58.0751380,2016:063:11:04:29.8451350,DAY,40.57,8.6767,-11.73696
_201055_,03/03/2016,2016:063:11:04:21.9831200,2016:063:11:04:53.7531160,DAY,35.19,7.23113,-12.0477
_203051_,01/03/2016,2016:061:11:15:08.1616950,2016:061:11:15:39.9316920,DAY,61.28,13.01264,-13.88179
_203052_,01/03/2016,2016:061:11:15:32.0696770,2016:061:11:16:03.8396730,DAY,27.26,11.56774,-14.19832
_203053_,01/03/2016,2016:061:11:15:55.9776580,2016:061:11:16:27.7476550,DAY,20.56,10.12255,-14.5126
_198052_,27/02/2016,2016:058:10:44:38.2026330,2016:058:10:45:09.9726300,DAY,2.66,11.56771,-6.4695
_198053_,27/02/2016,2016:058:10:45:02.1148500,2016:058:10:45:33.8848470,DAY,0.01,10.1223,-6.78386
_198054_,27/02/2016,2016:058:10:45:26.0185960,2016:058:10:45:57.7885930,DAY,0.49,8.67716,-7.09617
_198055_,27/02/2016,2016:058:10:45:49.9350490,2016:058:10:46:21.7050460,DAY,35.09,7.2311,-7.40704
_200051_,25/02/2016,2016:056:10:56:35.9143940,2016:056:10:57:07.6843910,DAY,0,13.0127,-9.24005
_200052_,25/02/2016,2016:056:10:56:59.8223750,2016:056:10:57:31.5923720,DAY,0.01,11.56784,-9.55659
_200053_,25/02/2016,2016:056:10:57:23.7345930,2016:056:10:57:55.5045890,DAY,0.01,10.12241,-9.87095
_200054_,25/02/2016,2016:056:10:57:47.6425740,2016:056:10:58:19.4125710,DAY,21.06,8.67704,-10.18336
_200055_,25/02/2016,2016:056:10:58:11.5547920,2016:056:10:58:43.3247880,DAY,72.28,7.23124,-10.49418
_202051_,23/02/2016,2016:054:11:08:57.4494690,2016:054:11:09:29.2194650,DAY,48.44,13.0124,-12.32673
_202052_,23/02/2016,2016:054:11:09:21.3532140,2016:054:11:09:53.1232110,DAY,43.12,11.56779,-12.64327
_202053_,23/02/2016,2016:054:11:09:45.2611960,2016:054:11:10:17.0311920,DAY,53.42,10.12262,-12.95758
_202054_,23/02/2016,2016:054:11:10:09.1734130,2016:054:11:10:40.9434100,DAY,56.05,8.67702,-13.27008
_202055_,23/02/2016,2016:054:11:10:33.0898670,2016:054:11:11:04.8598630,DAY,42.07,7.23098,-13.581
_204051_,21/02/2016,2016:052:11:21:18.9083670,2016:052:11:21:50.6783640,DAY,25.61,13.01228,-15.4132
_204052_,21/02/2016,2016:052:11:21:42.8121130,2016:052:11:22:14.5821090,DAY,48.07,11.56773,-15.72977
_199051_,18/02/2016,2016:049:10:50:24.7917580,2016:049:10:50:56.5617540,DAY,1.96,13.01245,-7.68376
_199052_,18/02/2016,2016:049:10:50:48.6997390,2016:049:10:51:20.4697350,DAY,1.54,11.56756,-8.00036
_199053_,18/02/2016,2016:049:10:51:12.6077200,2016:049:10:51:44.3777170,DAY,0,10.12237,-8.31474
_199054_,18/02/2016,2016:049:10:51:36.5157020,2016:049:10:52:08.2856980,DAY,9.18,8.677,-8.6272
_199055_,18/02/2016,2016:049:10:52:00.4236830,2016:049:10:52:32.1936790,DAY,28.31,7.23136,-8.93802
_201051_,16/02/2016,2016:047:11:02:48.0469740,2016:047:11:03:19.8169710,DAY,0,13.01222,-10.77853
_201052_,16/02/2016,2016:047:11:03:11.9464840,2016:047:11:03:43.7164800,DAY,0,11.56786,-11.09502
_201053_,16/02/2016,2016:047:11:03:35.8587010,2016:047:11:04:07.6286980,DAY,0.11,10.12243,-11.40944
_201054_,16/02/2016,2016:047:11:03:59.7666820,2016:047:11:04:31.5366790,DAY,25.26,8.67704,-11.72189
_201055_,16/02/2016,2016:047:11:04:23.6746640,2016:047:11:04:55.4446600,DAY,42.53,7.23143,-12.0327
_203051_,14/02/2016,2016:045:11:15:11.1497170,2016:045:11:15:42.9197140,DAY,33.6,13.01224,-13.87274
_203052_,14/02/2016,2016:045:11:15:35.0492270,2016:045:11:16:06.8192230,DAY,10.88,11.56787,-14.1892
_203053_,14/02/2016,2016:045:11:15:58.9572080,2016:045:11:16:30.7272050,DAY,3.37,10.12269,-14.50356
_198052_,11/02/2016,2016:042:10:44:43.0421640,2016:042:10:45:14.8121600,DAY,0.48,11.56755,-6.46907
_198053_,11/02/2016,2016:042:10:45:06.9501450,2016:042:10:45:38.7201410,DAY,0,10.12236,-6.78342
_198054_,11/02/2016,2016:042:10:45:30.8623620,2016:042:10:46:02.6323590,DAY,0,8.67673,-7.09596
_198055_,11/02/2016,2016:042:10:45:54.7703440,2016:042:10:46:26.5403400,DAY,0.03,7.23113,-7.40678
_200051_,09/02/2016,2016:040:10:56:41.8939760,2016:040:10:57:13.6639720,DAY,0,13.01231,-9.24483
_200052_,09/02/2016,2016:040:10:57:05.7977210,2016:040:10:57:37.5677180,DAY,0,11.5677,-9.56138
_200053_,09/02/2016,2016:040:10:57:29.7057030,2016:040:10:58:01.4756990,DAY,0,10.12255,-9.87582
_200054_,09/02/2016,2016:040:10:57:53.6179200,2016:040:10:58:25.3879170,DAY,0.95,8.67689,-10.18834
_200055_,09/02/2016,2016:040:10:58:17.5301370,2016:040:10:58:49.3001340,DAY,9.15,7.23104,-10.49925
_202051_,07/02/2016,2016:038:11:09:04.5054800,2016:038:11:09:36.2754760,DAY,6.99,13.01236,-12.33659
_202052_,07/02/2016,2016:038:11:09:28.4134610,2016:038:11:10:00.1834580,DAY,0.77,11.56752,-12.65326
_202053_,07/02/2016,2016:038:11:09:52.3172060,2016:038:11:10:24.0872030,DAY,2.15,10.12262,-12.96763
_202054_,07/02/2016,2016:038:11:10:16.2336600,2016:038:11:10:48.0036560,DAY,0.93,8.67671,-13.28026
_202055_,07/02/2016,2016:038:11:10:40.1416410,2016:038:11:11:11.9116380,DAY,3.58,7.23111,-13.59113
_204051_,05/02/2016,2016:036:11:21:26.9942260,2016:036:11:21:58.7642220,DAY,2.7,13.01265,-15.42819
_204052_,05/02/2016,2016:036:11:21:50.9064430,2016:036:11:22:22.6764400,DAY,12.64,11.56751,-15.74492
_199051_,02/02/2016,2016:033:10:50:34.0726750,2016:033:10:51:05.8426710,DAY,0,13.01267,-7.7051
_199052_,02/02/2016,2016:033:10:50:57.9806560,2016:033:10:51:29.7506530,DAY,0,11.56777,-8.02177
_199053_,02/02/2016,2016:033:10:51:21.8886370,2016:033:10:51:53.6586340,DAY,0,10.12264,-8.33621
_199054_,02/02/2016,2016:033:10:51:45.8008550,2016:033:10:52:17.5708510,DAY,0,8.67701,-8.64878
_199055_,02/02/2016,2016:033:10:52:09.7088360,2016:033:10:52:41.4788330,DAY,0.01,7.23142,-8.95963
_201051_,31/01/2016,2016:031:11:02:56.2987160,2016:031:11:03:28.0687120,DAY,0.01,13.01269,-10.7961
_201052_,31/01/2016,2016:031:11:03:20.2109330,2016:031:11:03:51.9809300,DAY,0.73,11.56755,-11.11283
_201053_,31/01/2016,2016:031:11:03:44.1189150,2016:031:11:04:15.8889110,DAY,2.88,10.12242,-11.42727
_201054_,31/01/2016,2016:031:11:04:08.0268960,2016:031:11:04:39.7968930,DAY,12.18,8.67699,-11.73974
_201055_,31/01/2016,2016:031:11:04:31.9391130,2016:031:11:05:03.7091100,DAY,40.48,7.23118,-12.05073
_203051_,29/01/2016,2016:029:11:15:18.4526560,2016:029:11:15:50.2226530,DAY,0,13.01249,-13.88673
_203052_,29/01/2016,2016:029:11:15:42.3606380,2016:029:11:16:14.1306340,DAY,11.1,11.56758,-14.20337
_203053_,29/01/2016,2016:029:11:16:06.2686190,2016:029:11:16:38.0386150,DAY,56.68,10.12242,-14.51783
_198052_,26/01/2016,2016:026:10:44:48.9898500,2016:026:10:45:20.7598470,DAY,19.72,11.56739,-6.47809
_198053_,26/01/2016,2016:026:10:45:12.8978320,2016:026:10:45:44.6678280,DAY,14.07,10.12222,-6.79252
_198054_,26/01/2016,2016:026:10:45:36.8058130,2016:026:10:46:08.5758100,DAY,5.41,8.67682,-7.10506
_198055_,26/01/2016,2016:026:10:46:00.7137940,2016:026:10:46:32.4837910,DAY,13.72,7.23125,-7.41598
_200051_,24/01/2016,2016:024:10:56:47.0157090,2016:024:10:57:18.7857060,DAY,0,13.01243,-9.25084
_200052_,24/01/2016,2016:024:10:57:10.9194540,2016:024:10:57:42.6894510,DAY,0.2,11.56778,-9.56748
_200053_,24/01/2016,2016:024:10:57:34.8274360,2016:024:10:58:06.5974320,DAY,0.03,10.12263,-9.88196
_200054_,24/01/2016,2016:024:10:57:58.7438890,2016:024:10:58:30.5138860,DAY,0.24,8.67673,-10.19465
_200055_,24/01/2016,2016:024:10:58:22.6518700,2016:024:10:58:54.4218670,DAY,2.35,7.23114,-10.50558
_202051_,22/01/2016,2016:022:11:09:08.8519890,2016:022:11:09:40.6219860,DAY,95.55,13.01268,-12.33999
_202052_,22/01/2016,2016:022:11:09:32.7642070,2016:022:11:10:04.5342030,DAY,99.96,11.56756,-12.65681
_202053_,22/01/2016,2016:022:11:09:56.6721880,2016:022:11:10:28.4421840,DAY,96.16,10.1224,-12.97131
_202054_,22/01/2016,2016:022:11:10:20.5801690,2016:022:11:10:52.3501660,DAY,92.91,8.67698,-13.28386
_202055_,22/01/2016,2016:022:11:10:44.4966230,2016:022:11:11:16.2666190,DAY,93.03,7.23095,-13.59496
_204051_,20/01/2016,2016:020:11:21:30.5907650,2016:020:11:22:02.3607620,DAY,32.6,13.01256,-15.42922
_204052_,20/01/2016,2016:020:11:21:54.5029820,2016:020:11:22:26.2729790,DAY,43.14,11.56744,-15.74602
_199051_,17/01/2016,2016:017:10:50:36.4955680,2016:017:10:51:08.2655640,DAY,0,13.01244,-7.70232
_199052_,17/01/2016,2016:017:10:51:00.4035490,2016:017:10:51:32.1735450,DAY,0,11.56754,-8.01904
_199053_,17/01/2016,2016:017:10:51:24.3115300,2016:017:10:51:56.0815270,DAY,0.01,10.12238,-8.33355
_199054_,17/01/2016,2016:017:10:51:48.2195120,2016:017:10:52:19.9895080,DAY,7.1,8.67697,-8.64614
_199055_,17/01/2016,2016:017:10:52:12.1274930,2016:017:10:52:43.8974890,DAY,48.8,7.23143,-8.95708
_201051_,15/01/2016,2016:015:11:02:57.9591310,2016:015:11:03:29.7291270,DAY,8.33,13.01247,-10.79066
_201052_,15/01/2016,2016:015:11:03:21.8671120,2016:015:11:03:53.6371090,DAY,0.35,11.56759,-11.10739
_201053_,15/01/2016,2016:015:11:03:45.7750940,2016:015:11:04:17.5450900,DAY,11.29,10.12245,-11.4219
_201054_,15/01/2016,2016:015:11:04:09.6830750,2016:015:11:04:41.4530710,DAY,10.46,8.67704,-11.73448
_201055_,15/01/2016,2016:015:11:04:33.5952920,2016:015:11:05:05.3652890,DAY,14.41,7.2312,-12.04548
_203051_,13/01/2016,2016:013:11:15:19.3421540,2016:013:11:15:51.1121510,DAY,76.29,13.01267,-13.87836
_203052_,13/01/2016,2016:013:11:15:43.2501350,2016:013:11:16:15.0201320,DAY,35.9,11.56775,-14.19508
_203053_,13/01/2016,2016:013:11:16:07.1623530,2016:013:11:16:38.9323490,DAY,30.45,10.12233,-14.50963
_198052_,10/01/2016,2016:010:10:44:48.6466970,2016:010:10:45:20.4166930,DAY,40.9,11.56761,-6.46523
_198053_,10/01/2016,2016:010:10:45:12.5589140,2016:010:10:45:44.3289100,DAY,13.63,10.1222,-6.77984
_198054_,10/01/2016,2016:010:10:45:36.4626590,2016:010:10:46:08.2326560,DAY,25.37,8.67704,-7.0924
_198055_,10/01/2016,2016:010:10:46:00.3748760,2016:010:10:46:32.1448730,DAY,14.35,7.23126,-7.40348
_200051_,08/01/2016,2016:008:10:56:45.8169370,2016:008:10:57:17.5869340,DAY,84.3,13.01268,-9.23506
_200052_,08/01/2016,2016:008:10:57:09.7291550,2016:008:10:57:41.4991510,DAY,94.68,11.56752,-9.55189
_200053_,08/01/2016,2016:008:10:57:33.6371360,2016:008:10:58:05.4071330,DAY,93.73,10.12237,-9.86646
_200054_,08/01/2016,2016:008:10:57:57.5493530,2016:008:10:58:29.3193500,DAY,85.7,8.67674,-10.17919
_200055_,08/01/2016,2016:008:10:58:21.4530990,2016:008:10:58:53.2230950,DAY,90.19,7.23142,-10.49015
_202051_,06/01/2016,2016:006:11:09:07.8609340,2016:006:11:09:39.6309300,DAY,0.02,13.01272,-12.32607
_202052_,06/01/2016,2016:006:11:09:31.7689150,2016:006:11:10:03.5389120,DAY,0.7,11.56782,-12.64286
_202053_,06/01/2016,2016:006:11:09:55.6768970,2016:006:11:10:27.4468930,DAY,14.05,10.12265,-12.95747
_202054_,06/01/2016,2016:006:11:10:19.5933500,2016:006:11:10:51.3633460,DAY,47.86,8.67674,-13.27023
_202055_,06/01/2016,2016:006:11:10:43.5013310,2016:006:11:11:15.2713280,DAY,48.61,7.2311,-13.58124
_204051_,04/01/2016,2016:004:11:21:30.4048830,2016:004:11:22:02.1748790,DAY,95.21,13.01271,-15.41948
_204052_,04/01/2016,2016:004:11:21:54.3128640,2016:004:11:22:26.0828610,DAY,86.83,11.56778,-15.73628
_199051_,01/01/2016,2016:001:10:50:37.6146450,2016:001:10:51:09.3846410,DAY,30.87,13.01256,-7.69866
_199052_,01/01/2016,2016:001:10:51:01.5268620,2016:001:10:51:33.2968580,DAY,22.08,11.56738,-8.01551
_199053_,01/01/2016,2016:001:10:51:25.4306070,2016:001:10:51:57.2006040,DAY,9.12,10.12243,-8.33
_199054_,01/01/2016,2016:001:10:51:49.3428250,2016:001:10:52:21.1128210,DAY,4.32,8.6768,-8.64272
_199055_,01/01/2016,2016:001:10:52:13.2550420,2016:001:10:52:45.0250380,DAY,0.98,7.23095,-8.95379
_201051_,30/12/2015,2015:364:11:02:59.8917620,2015:364:11:03:31.6617580,DAY,70.91,13.01233,-10.79073
_201052_,30/12/2015,2015:364:11:03:23.7997430,2015:364:11:03:55.5697390,DAY,29.16,11.56738,-11.10748
_201053_,30/12/2015,2015:364:11:03:47.7077240,2015:364:11:04:19.4777210,DAY,28.49,10.12223,-11.42209
_201054_,30/12/2015,2015:364:11:04:11.6114700,2015:364:11:04:43.3814660,DAY,29.41,8.67708,-11.73466
_201055_,30/12/2015,2015:364:11:04:35.5279230,2015:364:11:05:07.2979190,DAY,9.99,7.23097,-12.04577
_203051_,28/12/2015,2015:362:11:15:22.0714550,2015:362:11:15:53.8414510,DAY,100,13.01265,-13.88212
_203052_,28/12/2015,2015:362:11:15:45.9794360,2015:362:11:16:17.7494330,DAY,100,11.5677,-14.19889
_203053_,28/12/2015,2015:362:11:16:09.8874180,2015:362:11:16:41.6574140,DAY,100,10.12253,-14.51347
_198052_,25/12/2015,2015:359:10:44:52.6131980,2015:359:10:45:24.3831950,DAY,0,11.56767,-6.47513
_198053_,25/12/2015,2015:359:10:45:16.5211790,2015:359:10:45:48.2911760,DAY,0,10.12252,-6.78973
_198054_,25/12/2015,2015:359:10:45:40.4333970,2015:359:10:46:12.2033930,DAY,0,8.67688,-7.10248
_198055_,25/12/2015,2015:359:10:46:04.3456140,2015:359:10:46:36.1156100,DAY,4.15,7.23104,-7.4136
_200051_,23/12/2015,2015:357:10:56:50.5925480,2015:357:10:57:22.3625440,DAY,94.56,13.01243,-9.24896
_200052_,23/12/2015,2015:357:10:57:14.4962930,2015:357:10:57:46.2662900,DAY,77.03,11.56778,-9.56576
_200053_,23/12/2015,2015:357:10:57:38.4042750,2015:357:10:58:10.1742710,DAY,40.47,10.12262,-9.88038
_200054_,23/12/2015,2015:357:10:58:02.3164920,2015:357:10:58:34.0864880,DAY,34.04,8.67699,-10.19318
_200055_,23/12/2015,2015:357:10:58:26.2287090,2015:357:10:58:57.9987060,DAY,5.3,7.23115,-10.50431
_202051_,21/12/2015,2015:355:11:09:12.3358450,2015:355:11:09:44.1058420,DAY,91.54,13.01242,-12.3394
_202052_,21/12/2015,2015:355:11:09:36.2438260,2015:355:11:10:08.0138230,DAY,83.91,11.56753,-12.65626
_202053_,21/12/2015,2015:355:11:10:00.1475720,2015:355:11:10:31.9175680,DAY,46.23,10.12265,-12.97084
_202054_,21/12/2015,2015:355:11:10:24.0597890,2015:355:11:10:55.8297860,DAY,82.44,8.677,-13.2836
_202055_,21/12/2015,2015:355:11:10:47.9720070,2015:355:11:11:19.7420030,DAY,98.29,7.23116,-13.59474
_204051_,19/12/2015,2015:353:11:21:33.8716330,2015:353:11:22:05.6416290,DAY,4.86,13.01235,-15.42914
_204052_,19/12/2015,2015:353:11:21:57.7753780,2015:353:11:22:29.5453750,DAY,1.99,11.56774,-15.74594
_199051_,16/12/2015,2015:350:10:50:39.4253840,2015:350:10:51:11.1953800,DAY,3.33,13.01273,-7.70181
_199052_,16/12/2015,2015:350:10:51:03.3376010,2015:350:10:51:35.1075980,DAY,0.3,11.56754,-8.01868
_199053_,16/12/2015,2015:350:10:51:27.2413470,2015:350:10:51:59.0113430,DAY,2.07,10.1227,-8.33325
_199054_,16/12/2015,2015:350:10:51:51.1535640,2015:350:10:52:22.9235600,DAY,16.45,8.67705,-8.64599
_199055_,16/12/2015,2015:350:10:52:15.0700170,2015:350:10:52:46.8400140,DAY,18.05,7.23096,-8.95717
_201051_,14/12/2015,2015:348:11:03:00.5928080,2015:348:11:03:32.3628040,DAY,17.48,13.01234,-10.78944
_201052_,14/12/2015,2015:348:11:03:24.5007890,2015:348:11:03:56.2707860,DAY,42.53,11.56747,-11.1063
_201053_,14/12/2015,2015:348:11:03:48.4045340,2015:348:11:04:20.1745310,DAY,55.27,10.12256,-11.42086
_201054_,14/12/2015,2015:348:11:04:12.3167520,2015:348:11:04:44.0867480,DAY,64.18,8.67694,-11.73363
_201055_,14/12/2015,2015:348:11:04:36.2247330,2015:348:11:05:07.9947290,DAY,48.12,7.23138,-12.04469
_203051_,12/12/2015,2015:346:11:15:21.5992710,2015:346:11:15:53.3692670,DAY,60.08,13.01255,-13.87632
_203052_,12/12/2015,2015:346:11:15:45.5072520,2015:346:11:16:17.2772480,DAY,46.82,11.56769,-14.1932
_203053_,12/12/2015,2015:346:11:16:09.4152330,2015:346:11:16:41.1852300,DAY,72.63,10.12252,-14.50784
_198052_,09/12/2015,2015:343:10:44:51.3958930,2015:343:10:45:23.1658900,DAY,24.46,11.56756,-6.46747
_198053_,09/12/2015,2015:343:10:45:15.3038750,2015:343:10:45:47.0738710,DAY,7.32,10.12239,-6.78216
_198054_,09/12/2015,2015:343:10:45:39.2118560,2015:343:10:46:10.9818520,DAY,0.02,8.67698,-7.09492
_198055_,09/12/2015,2015:343:10:46:03.1240730,2015:343:10:46:34.8940700,DAY,1.54,7.23119,-7.40609
_200051_,07/12/2015,2015:341:10:56:49.7481750,2015:341:10:57:21.5181710,DAY,66.49,13.01256,-9.24358
_200052_,07/12/2015,2015:341:10:57:13.6603920,2015:341:10:57:45.4303890,DAY,94.47,11.56741,-9.56054
_200053_,07/12/2015,2015:341:10:57:37.5641380,2015:341:10:58:09.3341340,DAY,99.99,10.12252,-9.8752
_200054_,07/12/2015,2015:341:10:58:01.4763550,2015:341:10:58:33.2463510,DAY,99.99,8.67686,-10.188
_200055_,07/12/2015,2015:341:10:58:25.3885720,2015:341:10:58:57.1585690,DAY,100,7.23109,-10.4992
_202051_,05/12/2015,2015:339:11:09:11.8942100,2015:339:11:09:43.6642070,DAY,0.06,13.01224,-12.33621
_202052_,05/12/2015,2015:339:11:09:35.7937200,2015:339:11:10:07.5637160,DAY,0,11.56789,-12.65301
_202053_,05/12/2015,2015:339:11:09:59.7101730,2015:339:11:10:31.4801700,DAY,3.42,10.12221,-12.9678
_202054_,05/12/2015,2015:339:11:10:23.6181540,2015:339:11:10:55.3881510,DAY,16.06,8.67684,-13.28057
_202055_,05/12/2015,2015:339:11:10:47.5261360,2015:339:11:11:19.2961320,DAY,13.88,7.23124,-13.59168
_204051_,03/12/2015,2015:337:11:21:33.9429500,2015:337:11:22:05.7129460,DAY,5.35,13.0125,-15.42839
_204052_,03/12/2015,2015:337:11:21:57.8509310,2015:337:11:22:29.6209280,DAY,0.02,11.56765,-15.74526
